鄉鎮市區,土地區段位置建物區段門牌,交易年月日,Price,Floor,Area,bad100m,edu500m,med1000m,class_MRT,class_bus,building_station_distance,building_busstop_distance,Parking,Landusage,交易年月,int_rate,salary,population
新莊區,信華段一小段1~30地號,1011226,337663.0929,19,28.371475,0,1,0,3,2,977.39414,229.71989899999997,2,1,10112,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011226,369190.229,2,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10112,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1020210,332133.9607,3,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10202,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1010926,340826.1718,4,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10109,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010705,338996.2326,5,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10107,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010830,355923.17,8,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10108,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011226,350433.3525,10,21.85865,0,1,0,3,2,977.39414,229.71989899999997,2,1,10112,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011106,332627.4627,8,22.938575,0,1,0,3,2,977.39414,229.71989899999997,2,1,10111,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1020613,356125.9516,7,29.90515,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,343027.9158,8,29.88095,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,358801.0761,3,29.90515,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,357797.9044,5,29.90515,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,343084.7195,8,29.90515,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,341701.6117,6,22.47575,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,338142.2199,8,22.47575,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020613,342591.4597,10,22.47575,0,1,0,3,2,977.39414,229.71989899999997,2,1,10206,3.219,565198,23344670
